	IDresults120110_UNC13-SN749_0141_AD0J7WACXX_ATCACG_L005_-sam-report.tsv	IDresults120110_UNC13-SN749_0141_AD0J7WACXX_GATCAG_L004_-sam-report.tsv	IDresults120110_UNC13-SN749_0141_AD0J7WACXX_GGCTAC_L002_-sam-report.tsv	IDresults120110_UNC13-SN749_0141_AD0J7WACXX_TTAGGC_L007_.Y.Y-sam-report.tsv	IDresults120110_UNC13-SN749_0141_AD0J7WACXX_TTAGGC_L008_-sam-report.tsv	IDresults120110_UNC13-SN749_0142_BD0HK1ACXX_CGATGT_L005_.Y.Y-sam-report.tsv	IDresults120110_UNC13-SN749_0142_BD0HK1ACXX_CTTGTA_L006_.Y.Y-sam-report.tsv	IDresults120118_UNC12-SN629_0180_BC0BWMACXX_ACTTGA_L006_-sam-report.tsv	IDresults120118_UNC12-SN629_0180_BC0BWMACXX_TAGCTT_L007_.Y.Y-sam-report.tsv	IDresults120207_UNC10-SN254_0325_AC0C6MACXX_ATCACG_L005_.Y.Y-sam-report.tsv	IDresults120207_UNC9-SN296_0271_BC0CB8ACXX_ACAGTG_L002_.Y-sam-report.tsv	IDresults120717_UNC14-SN744_0245_AC0WYWACXX_ATCACG_L005_.Y-sam-report.tsv	IDresults120717_UNC14-SN744_0245_AC0WYWACXX_CTTGTA_L005_-sam-report.tsv	IDresults120723_UNC10-SN254_0372_AC0T70ACXX_TTAGGC_L001_-sam-report.tsv	IDresults120723_UNC10-SN254_0372_AC0T70ACXX_TTAGGC_L004_.Y-sam-report.tsv	IDresults120723_UNC10-SN254_0372_AC0T70ACXX_TTAGGC_L006_.Y-sam-report.tsv	IDresults130328_UNC10-SN254_0443_AD238RACXX_CTTGTA_L002_-sam-report.tsv	IDresults130513_UNC14-SN744_0340_BD250CACXX_GTGGCC_L008_.Y-sam-report.tsv	IDresults130814_UNC10-SN254_0487_AC2BD1ACXX_CAGATC_L006_.Y-sam-report.tsv
Patients	83b41d35-69b1-4218-be1a-8821d8a6899c	419deaac-ea45-4bdd-9fa0-b5cd8429b44f	ebedab7c-dd7c-448e-8324-78c86f13be8b	4dc5cffe-ed8c-47ab-b5fc-f9615b5414f7	556fcbc8-172a-4af1-8822-ae036e8d68e8	679a6869-2ce9-4472-8db1-8869e2c1a440	811b3950-36e7-485f-bc48-aca1eee2ddef	797a71ee-372d-41e5-aeee-5ab3c4661110	d17a5ab1-3789-4652-aff5-d8f4f2291f9c	f8780a4b-7f55-41d1-bf92-8513955d150e	5d54c742-5a8e-4c40-8d62-95e75e210ab8	2e85c30c-c4c4-4096-9eef-4eb2c7d991a3	31da07bb-6752-49a3-a7ea-5427c04a9458	7840aea9-40c4-473e-be33-8fa0b9f332c9	db52c68a-ed44-4ec4-9381-d75f9bcbc29a	d53eade8-a845-4252-aece-92f3573486a7	52fddd92-fa5e-4fac-8e44-e64c98c84f86	32efe5e2-e037-4547-8ead-619f61647639	acf6bdf3-6349-49dc-b99a-4eda648eeac5
ti|34373	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ti|693816	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0
ti|1317061	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0
ti|645954	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ti|577453	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0
ti|246404	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
ti|1451352	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.5	0	0	0
ti|1294308	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0
ti|1116229	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1
ti|110364	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ti|1035112	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ti|70416	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ti|5098	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	1	0	2
ti|466138	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ti|404775	0	0	0	0	0	0	0	1	1	0	1	0	1	0	1	0	0	0	0
ti|362026	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ti|1294358	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2	1	0	0	1
ti|1495910	0	0	0	0	0	0	0	0.333333333	0	0	0	0	0	0	0	0	0	0	0
ti|1434229	0	0	0	0	0	0	0	0.333333333	0	0	0	0	0	0	0	0	0	0	0
ti|1086356	0	0	0	0	0	0	0	0.333333333	0	0	0	0	0	0	0	0	0	0	0
ti|147497	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ti|294746	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ti|92950	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1140
ti|379019	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
ti|71694	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0
ti|43974	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ti|315522	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ti|154758	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
ti|68780	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	9	1
ti|73001	0	0	0	0	0	0	0	0	3	0	0	0	0	1	1	0	0	0	1
ti|932651	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0
ti|480487	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ti|90004	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
ti|1230396	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ti|5054	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ti|1294371	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	1
ti|28579	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1	0
ti|109955	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ti|593673	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
ti|355339	0	0	0	0	0	0	0	0	1	0	2	0	0	4	6	1	0	0	75
ti|135453	0	0	0	0	0	0	0	0	2	10	0	0	0	0	1	0	0	2	180
ti|1276197	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0
ti|264123	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0.666666667	0	0	0
ti|378052	0	0	0	0	0	0	0	0	3	0	0	1	0	6	2	2	0	2	0
ti|467960	0	0	0	0	0	0	0	0	2	0	1	0	1	2	0	0	0	1	1
ti|401631	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0
ti|82509	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ti|1453791	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	3	0
ti|63385	0	0	0	0	0	0	0	0	2	1	0	0	4	0	0	0	0	4	1
ti|93125	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1
ti|891392	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ti|76012	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	2	0	0	1
ti|651441	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ti|53683	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ti|40621	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1
ti|363005	0	0	0	0	0	0	0	0	1	0	2	0	0	0	2	0	0	0	0
ti|36050	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
ti|27334	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	1	0	0	1
ti|257791	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	4
ti|1232401	0	0	0	0	0	0	0	0	1	0	2	0	1	2	1	7	0	0	0
ti|100052	0	0	0	0	0	0	0	0	1	1	2	0	2	0	0	0	0	0	1
ti|412677	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ti|181966	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ti|1306390	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
ti|45509	0	0	0	0	0	0	0	0	1	8	1	0	0	0	0	0	1	0	4
ti|29835	0	0	0	0	0	0	0	0	1	0	2	0	0	0	2	0	0	4	1
ti|105696	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ti|1322358	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ti|766954	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ti|480336	0	0	0	0	0	0	0	0	2	0	2	0	1	0	0	0	0	0	0
ti|635208	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ti|522693	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ti|979848	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ti|58853	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
ti|467887	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ti|189767	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
ti|1294344	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	1	0	1
ti|929612	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ti|45277	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
ti|179392	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	2
ti|755344	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0
ti|1618174	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0
ti|1423318	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
ti|470175	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ti|31870	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	1
ti|566113	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ti|199306	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	2	0	0	1
ti|29833	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0	0	0	0
ti|85970	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	1	0
ti|83567	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
ti|438341	0	0	0	0	0	0	0	0	1	0	2	0	0	4	0	3	0	0	0
ti|1294372	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	0	1	0
ti|69771	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ti|5113	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ti|181044	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ti|1491455	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0
ti|5142	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ti|94130	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0	1
ti|85907	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ti|76324	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0
ti|64638	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ti|62690	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
ti|36909	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ti|1316151	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	1
ti|468082	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ti|885934	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	84
ti|34406	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	1	0	0	0
ti|1453415	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ti|1200837	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ti|120510	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ti|72309	0	0	0	0	0	0	0	0	1	0	4	0	2	0	0	1	0	0	1
ti|706495	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	2	0	1	0
ti|305895	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ti|144533	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
ti|1305997	0	0	0	0	0	0	0	0	1	0	2	0	2	0	0	1	0	0	0
ti|1235339	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0.333333333	0	0	1
ti|61267	0	0	0	0	0	0	0	0	1	0	1	1	0	0	2	0	0	1	1
ti|59586	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
ti|161988	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ti|139420	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ti|1077376	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
ti|101142	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
ti|38033	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
ti|270388	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ti|215469	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ti|178527	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	1	0	0	0
ti|1305999	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0
ti|1036734	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ti|436907	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0
ti|86635	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ti|5128	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0
ti|364733	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ti|284812	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
ti|184101	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ti|1117311	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ti|1343085	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0
ti|1294383	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0
ti|29892	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
ti|1321910	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	4225	0
ti|55194	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	80	0
ti|647385	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.5	37	2
ti|44087	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ti|45524	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
ti|84746	0	0	0	0	0	0	0	0	0	11	11	0	0	0	0	0	0	0	0
ti|166626	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0
ti|585521	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ti|438384	0	0	0	0	0	0	0	0	0	0.333333333	0	0	0	0	0.5	0	0	0	0
ti|266402	0	0	0	0	0	0	0	0	0	0.333333333	0	0	0	0	1.5	0	0	0	0
ti|1276524	0	0	0	0	0	0	0	0	0	0.333333333	0	0	0	0	0	0	0	0	0
ti|357010	0	0	0	0	0	0	0	0	0	2	0	0.5	0	0	0	0	1	0	1
ti|106021	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ti|90255	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	14	0
ti|461313	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ti|293240	0	0	0	0	0	0	0	0	0	26	0	0	0	0	2	0	0	2	709
ti|397756	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ti|1602879	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	8
ti|839843	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2
ti|395000	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	62
ti|85982	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ti|1004500	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ti|1105092	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	0	0	1	0
ti|1200940	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ti|1194967	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	568
ti|55337	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	6	7
ti|1758770	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	32
ti|529466	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	7	470
ti|1400284	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6	0
ti|317048	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0
ti|44322	0	0	0	0	0	0	0	0	0	2	0	5	0	0	5	1	0	6	0
ti|369761	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ti|364292	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	108	26
ti|36036	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ti|1303730	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	2	0	1	2
ti|1036759	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ti|307163	0	0	0	0	0	0	0	0	0	3	0	0	0	0	5	0	0	0	0
ti|983340	0	0	0	0	0	0	0	0	0	1	0	0	1	3	0	0	0	0	0
ti|749441	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ti|480079	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0
ti|38448	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	1	0
ti|260657	0	0	0	0	0	0	0	0	0	1	0.5	0	0	0	0	0	0	0	0
ti|637633	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	1	0
ti|742322	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ti|252221	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
ti|417188	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
ti|200324	0	0	0	0	0	0	0	0	0	1	0	1	0	0	3	0	0	0	0
ti|154745	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	3	0
ti|706121	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	63	1426
ti|5111	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
ti|467888	0	0	0	0	0	0	0	0	0	1	0	0	0.666666667	3	0	0	0	1	20
ti|239123	0	0	0	0	0	0	0	0	0	1	1	0	0	4	0	0	0	0	0
ti|373362	0	0	0	0	0	0	0	0	0	0.333333333	0	0	0	0	0	0	0	0	0
ti|373341	0	0	0	0	0	0	0	0	0	0.333333333	0	0	0	0	0	0	0	0	0
ti|230821	0	0	0	0	0	0	0	0	0	0.333333333	0	0	0	0	0	0	0	0	0
ti|5180	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
ti|46582	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0
ti|1431929	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ti|56417	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	6	1
ti|1213195	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ti|95318	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0
ti|80884	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ti|265184	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ti|101123	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ti|54790	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
ti|29001	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1
ti|196064	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0
ti|82513	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0
ti|984163	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
ti|232769	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ti|210223	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
ti|1130403	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ti|1478584	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ti|1294349	0	0	0	0	0	0	0	0	0	0	61	0	0	6	40	1	0	0	0
ti|1294386	0	0	0	0	0	0	0	0	0	0	7	0	1	0	0	1	2	1	0
ti|1582316	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ti|5233	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ti|40435	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ti|113608	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	1
ti|559292	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	1	0	0
ti|181052	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ti|99197	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ti|610162	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
ti|264112	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ti|1284425	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0
ti|440096	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3
ti|262915	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
ti|80383	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ti|78402	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ti|705920	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1
ti|223396	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ti|185329	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	1
ti|1431918	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ti|469773	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	1
ti|404707	0	0	0	0	0	0	0	0	0	0	1.5	0	1	0	4	1	1	0	0
ti|869219	0	0	0	0	0	0	0	0	0	0	1	1	3	0	4	5	0	0	2
ti|78921	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0
ti|566078	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
ti|4972	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	2
ti|395586	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2	0	0
ti|371752	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	7
ti|264144	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	3
ti|220546	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ti|211506	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2
ti|209281	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ti|178095	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ti|95324	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1
ti|319079	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0
ti|197728	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	0
ti|340170	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1
ti|264111	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	5
ti|997768	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ti|937740	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ti|45600	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ti|281854	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	1458
ti|92696	0	0	0	0	0	0	0	0	0	0	1	1	0	13	0	0	0	8	1
ti|1306391	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ti|1289965	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ti|1227730	0	0	0	0	0	0	0	0	0	0	0.333333333	0	0	0	0	0	0	0	0
ti|5516	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ti|43968	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	4	5
ti|203385	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ti|1384213	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
ti|133394	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
ti|40302	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
ti|301365	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
ti|101130	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0
ti|648962	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ti|66520	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ti|1214132	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ti|72558	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
ti|467986	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ti|50962	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
ti|159249	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1
ti|490885	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ti|45761	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ti|552467	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
ti|133751	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
ti|107437	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ti|139067	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	2
ti|228397	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0
ti|1431916	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0
